chr	bin_start	bin_end	bin_len	chr_ind	bin_ind
chr1	1	1000000	999999	1	1	0.0
chr1	1000000	2000000	1000000	1	2	0.0
chr1	2000000	3000000	1000000	1	3	0.0
chr1	3000000	4000000	1000000	1	4	0.8022095
chr1	4000000	5000000	1000000	1	5	0.826640527778
chr1	5000000	6000000	1000000	1	6	0.776090111111
chr1	6000000	7000000	1000000	1	7	0.811540361111
chr1	7000000	8000000	1000000	1	8	0.7517465
chr1	8000000	9000000	1000000	1	9	0.759330916667
chr1	9000000	10000000	1000000	1	10	0.836168583333
chr1	10000000	11000000	1000000	1	11	0.822456
chr1	11000000	12000000	1000000	1	12	0.81814
chr1	12000000	13000000	1000000	1	13	0.849177
chr1	13000000	14000000	1000000	1	14	0.862205
chr1	14000000	15000000	1000000	1	15	0.861895
chr1	15000000	16000000	1000000	1	16	0.826056
chr1	16000000	17000000	1000000	1	17	0.799724
chr1	17000000	18000000	1000000	1	18	0.79015
chr1	18000000	19000000	1000000	1	19	0.799979
chr1	19000000	20000000	1000000	1	20	0.828597
chr1	20000000	21000000	1000000	1	21	0.829537
chr1	21000000	22000000	1000000	1	22	0.8721765
chr1	22000000	23000000	1000000	1	23	0.840911638889
chr1	23000000	24000000	1000000	1	24	0.862826861111
chr1	24000000	25000000	1000000	1	25	0.870023
chr1	25000000	26000000	1000000	1	26	0.879842
chr1	26000000	27000000	1000000	1	27	0.830355166667
chr1	27000000	28000000	1000000	1	28	0.815685833333
chr1	28000000	29000000	1000000	1	29	0.859799833333
chr1	29000000	30000000	1000000	1	30	0.803380166667
chr1	30000000	31000000	1000000	1	31	0.7770655
chr1	31000000	32000000	1000000	1	32	0.808621166667
chr1	32000000	33000000	1000000	1	33	0.847471333333
chr1	33000000	34000000	1000000	1	34	0.846412
chr1	34000000	35000000	1000000	1	35	0.899505
chr1	35000000	36000000	1000000	1	36	0.875271
chr1	36000000	37000000	1000000	1	37	0.934849
chr1	37000000	38000000	1000000	1	38	0.922526
chr1	38000000	39000000	1000000	1	39	0.944537
chr1	39000000	40000000	1000000	1	40	0.9425
chr1	40000000	41000000	1000000	1	41	0.915851
chr1	41000000	42000000	1000000	1	42	0.916962
chr1	42000000	43000000	1000000	1	43	0.933803
chr1	43000000	44000000	1000000	1	44	0.910438
chr1	44000000	45000000	1000000	1	45	0.760688
chr1	45000000	46000000	1000000	1	46	0.819134
chr1	46000000	47000000	1000000	1	47	0.640268
chr1	47000000	48000000	1000000	1	48	0.800994
chr1	48000000	49000000	1000000	1	49	0.7657075
chr1	49000000	50000000	1000000	1	50	0.8427815
chr1	50000000	51000000	1000000	1	51	0.84389
chr1	51000000	52000000	1000000	1	52	0.912419
chr1	52000000	53000000	1000000	1	53	0.870716
chr1	53000000	54000000	1000000	1	54	0.773603
chr1	54000000	55000000	1000000	1	55	0.875125
chr1	55000000	56000000	1000000	1	56	0.877901
chr1	56000000	57000000	1000000	1	57	0.8863725
chr1	57000000	58000000	1000000	1	58	0.9208635
chr1	58000000	59000000	1000000	1	59	0.854988
chr1	59000000	60000000	1000000	1	60	0.927679
chr1	60000000	61000000	1000000	1	61	0.893725
chr1	61000000	62000000	1000000	1	62	0.899626
chr1	62000000	63000000	1000000	1	63	0.930209722222
chr1	63000000	64000000	1000000	1	64	0.899475277778
chr1	64000000	65000000	1000000	1	65	0.899711
chr1	65000000	66000000	1000000	1	66	0.840673
chr1	66000000	67000000	1000000	1	67	0.874821
chr1	67000000	68000000	1000000	1	68	0.859162
chr1	68000000	69000000	1000000	1	69	0.885183
chr1	69000000	70000000	1000000	1	70	0.896607
chr1	70000000	71000000	1000000	1	71	0.894823
chr1	71000000	72000000	1000000	1	72	0.931629
chr1	72000000	73000000	1000000	1	73	0.928862
chr1	73000000	74000000	1000000	1	74	0.893162
chr1	74000000	75000000	1000000	1	75	0.930491
chr1	75000000	76000000	1000000	1	76	0.875998
chr1	76000000	77000000	1000000	1	77	0.887532
chr1	77000000	78000000	1000000	1	78	0.927996
chr1	78000000	79000000	1000000	1	79	0.901258
chr1	79000000	80000000	1000000	1	80	0.816647
chr1	80000000	81000000	1000000	1	81	0.883792
chr1	81000000	82000000	1000000	1	82	0.870867
chr1	82000000	83000000	1000000	1	83	0.910027
chr1	83000000	84000000	1000000	1	84	0.866210277778
chr1	84000000	85000000	1000000	1	85	0.845721222222
chr1	85000000	86000000	1000000	1	86	0.4290465
