chr	bin_start	bin_end	bin_len	chr_ind	bin_ind
chr1	1	5000000	4999999	1	1	0.32577007071
chr1	5000000	10000000	5000000	1	2	0.786975294444
chr1	10000000	15000000	5000000	1	3	0.8427746
chr1	15000000	20000000	5000000	1	4	0.8089012
chr1	20000000	25000000	5000000	1	5	0.855095
chr1	25000000	30000000	5000000	1	6	0.8378126
chr1	30000000	35000000	5000000	1	7	0.835815
chr1	35000000	40000000	5000000	1	8	0.9239366
chr1	40000000	45000000	5000000	1	9	0.8875484
chr1	45000000	50000000	5000000	1	10	0.773777
chr1	50000000	55000000	5000000	1	11	0.855150599999
chr1	55000000	60000000	5000000	1	12	0.8935608
chr1	60000000	65000000	5000000	1	13	0.9045494
chr1	65000000	70000000	5000000	1	14	0.8712892
chr1	70000000	75000000	5000000	1	15	0.9157934
chr1	75000000	80000000	5000000	1	16	0.8818862
chr1	80000000	85000000	5000000	1	17	0.8753235
chr1	85000000	90000000	5000000	1	18	0.8194625
chr1	90000000	95000000	5000000	1	19	0.8885952
chr1	95000000	100000000	5000000	1	20	0.8173844
chr1	100000000	105000000	5000000	1	21	0.816437999999
chr1	105000000	110000000	5000000	1	22	0.8409704
chr1	110000000	115000000	5000000	1	23	0.8098786
chr1	115000000	120000000	5000000	1	24	0.8247234
chr1	120000000	125000000	5000000	1	25	0.8893026
chr1	125000000	130000000	5000000	1	26	0.9033282
chr1	130000000	135000000	5000000	1	27	0.9161936
chr1	135000000	140000000	5000000	1	28	0.889953199999
chr1	140000000	145000000	5000000	1	29	0.8150266
chr1	145000000	150000000	5000000	1	30	0.822355955555
chr1	150000000	155000000	5000000	1	31	0.907840044444
chr1	155000000	160000000	5000000	1	32	0.915625
chr1	160000000	165000000	5000000	1	33	0.9038664
chr1	165000000	170000000	5000000	1	34	0.8916072
chr1	170000000	175000000	5000000	1	35	0.8501618
chr1	175000000	180000000	5000000	1	36	0.885675
chr1	180000000	185000000	5000000	1	37	0.9039626
chr1	185000000	190000000	5000000	1	38	0.9325604
chr1	190000000	195000000	5000000	1	39	0.9219918
chr1	195000000	195471971	471971	1	40	0.573601979783
chr2	1	5000000	4999999	2	41	0.351302970261
chr2	5000000	10000000	5000000	2	42	0.8854904
chr2	10000000	15000000	5000000	2	43	0.861604
chr2	15000000	20000000	5000000	2	44	0.844364416666
chr2	20000000	25000000	5000000	2	45	0.811224783333
chr2	25000000	30000000	5000000	2	46	0.9286086
chr2	30000000	35000000	5000000	2	47	0.9406132
chr2	35000000	40000000	5000000	2	48	0.8576084
chr2	40000000	45000000	5000000	2	49	0.8853144
chr2	45000000	50000000	5000000	2	50	0.8843238
chr2	50000000	55000000	5000000	2	51	0.874538
chr2	55000000	60000000	5000000	2	52	0.8518384
chr2	60000000	65000000	5000000	2	53	0.8967904
chr2	65000000	70000000	5000000	2	54	0.8988196
chr2	70000000	75000000	5000000	2	55	0.937367
chr2	75000000	80000000	5000000	2	56	0.9222966
chr2	80000000	85000000	5000000	2	57	0.816208
chr2	85000000	90000000	5000000	2	58	0.7840422
chr2	90000000	95000000	5000000	2	59	0.8867554
chr2	95000000	100000000	5000000	2	60	0.817632599999
chr2	100000000	105000000	5000000	2	61	0.8490966
chr2	105000000	110000000	5000000	2	62	0.8852614
chr2	110000000	115000000	5000000	2	63	0.840986
chr2	115000000	120000000	5000000	2	64	0.9188344
chr2	120000000	125000000	5000000	2	65	0.8878688
chr2	125000000	130000000	5000000	2	66	0.9170052
chr2	130000000	135000000	5000000	2	67	0.911316644444
chr2	135000000	140000000	5000000	2	68	0.894159155555
chr2	140000000	145000000	5000000	2	69	0.9024488
chr2	145000000	150000000	5000000	2	70	0.8985504
chr2	150000000	155000000	5000000	2	71	0.8244546
chr2	155000000	160000000	5000000	2	72	0.9234574
chr2	160000000	165000000	5000000	2	73	0.9273854
chr2	165000000	170000000	5000000	2	74	0.938929
chr2	170000000	175000000	5000000	2	75	0.927795233333
chr2	175000000	180000000	5000000	2	76	0.4066608
chr2	180000000	182113224	2113224	2	77	0.876257478305
chr3	1	5000000	4999999	3	78	0.301791360358
chr3	5000000	10000000	5000000	3	79	0.8054517
chr3	10000000	15000000	5000000	3	80	0.7958725
chr3	15000000	20000000	5000000	3	81	0.7510698
chr3	20000000	25000000	5000000	3	82	0.811824
chr3	25000000	30000000	5000000	3	83	0.866841
chr3	30000000	35000000	5000000	3	84	0.8817558
chr3	35000000	40000000	5000000	3	85	0.886088
chr3	40000000	45000000	5000000	3	86	0.8158742
chr3	45000000	50000000	5000000	3	87	0.827918916666
chr3	50000000	55000000	5000000	3	88	0.907840283333
chr3	55000000	60000000	5000000	3	89	0.859399444444
chr3	60000000	65000000	5000000	3	90	0.799543955555
chr3	65000000	70000000	5000000	3	91	0.8850451
chr3	70000000	75000000	5000000	3	92	0.8270729
chr3	75000000	80000000	5000000	3	93	0.8500988
chr3	80000000	85000000	5000000	3	94	0.8886398
chr3	85000000	90000000	5000000	3	95	0.9055236
chr3	90000000	95000000	5000000	3	96	0.7055952
chr3	95000000	100000000	5000000	3	97	0.846217594444
chr3	100000000	105000000	5000000	3	98	0.918788605555
chr3	105000000	110000000	5000000	3	99	0.8905676
chr3	110000000	115000000	5000000	3	100	0.7753788
chr3	115000000	120000000	5000000	3	101	0.894491
chr3	120000000	125000000	5000000	3	102	0.895293
chr3	125000000	130000000	5000000	3	103	0.8998422
chr3	130000000	135000000	5000000	3	104	0.8649512
chr3	135000000	140000000	5000000	3	105	0.890056
chr3	140000000	145000000	5000000	3	106	0.8985578
chr3	145000000	150000000	5000000	3	107	0.9219742
chr3	150000000	155000000	5000000	3	108	0.90852615
chr3	155000000	160000000	5000000	3	109	0.83598095
