chr1	0	1000000	0
chr1	1000000	2000000	0
chr1	2000000	3000000	0
chr1	3000000	4000000	3137
chr1	4000000	5000000	3058
chr1	5000000	6000000	2959
chr1	6000000	7000000	3177
chr1	7000000	8000000	3038
chr1	8000000	9000000	3054
chr1	9000000	10000000	3299
chr1	10000000	11000000	3495
chr1	11000000	12000000	3400
chr1	12000000	13000000	3377
chr1	13000000	14000000	3296
chr1	14000000	15000000	3616
chr1	15000000	16000000	3667
chr1	16000000	17000000	3326
chr1	17000000	18000000	3459
chr1	18000000	19000000	3523
chr1	19000000	20000000	3475
chr1	20000000	21000000	3673
chr1	21000000	22000000	3652
chr1	22000000	23000000	3437
chr1	23000000	24000000	3314
chr1	24000000	25000000	3412
chr1	25000000	26000000	3394
chr1	26000000	27000000	3429
chr1	27000000	28000000	3295
chr1	28000000	29000000	3413
chr1	29000000	30000000	3336
chr1	30000000	31000000	3059
chr1	31000000	32000000	3188
chr1	32000000	33000000	3469
chr1	33000000	34000000	3242
chr1	34000000	35000000	3117
chr1	35000000	36000000	2847
chr1	36000000	37000000	3195
chr1	37000000	38000000	2745
chr1	38000000	39000000	2946
chr1	39000000	40000000	3315
chr1	40000000	41000000	3353
chr1	41000000	42000000	3508
chr1	42000000	43000000	3631
chr1	43000000	44000000	3552
chr1	44000000	45000000	2923
chr1	45000000	46000000	3122
chr1	46000000	47000000	2738
chr1	47000000	48000000	3182
chr1	48000000	49000000	3084
chr1	49000000	50000000	3316
chr1	50000000	51000000	3329
chr1	51000000	52000000	3744
chr1	52000000	53000000	3494
chr1	53000000	54000000	3177
chr1	54000000	55000000	3679
chr1	55000000	56000000	3421
chr1	56000000	57000000	3513
chr1	57000000	58000000	3568
chr1	58000000	59000000	3201
chr1	59000000	60000000	3260
chr1	60000000	61000000	3195
chr1	61000000	62000000	3468
chr1	62000000	63000000	3641
chr1	63000000	64000000	3226
chr1	64000000	65000000	3328
chr1	65000000	66000000	3241
chr1	66000000	67000000	3285
chr1	67000000	68000000	3548
chr1	68000000	69000000	3606
chr1	69000000	70000000	3587
chr1	70000000	71000000	3633
chr1	71000000	72000000	3511
chr1	72000000	73000000	3264
chr1	73000000	74000000	3002
chr1	74000000	75000000	2960
chr1	75000000	76000000	3074
chr1	76000000	77000000	3108
chr1	77000000	78000000	3141
chr1	78000000	79000000	3137
chr1	79000000	80000000	3063
chr1	80000000	81000000	3395
chr1	81000000	82000000	3559
chr1	82000000	83000000	3541
chr1	83000000	84000000	3132
chr1	84000000	85000000	3158
chr1	85000000	86000000	1508
chr1	86000000	87000000	2889
chr1	87000000	88000000	2758
chr1	88000000	89000000	3903
chr1	89000000	90000000	3165
chr1	90000000	91000000	2572
chr1	91000000	92000000	2915
chr1	92000000	93000000	3046
chr1	93000000	94000000	2861
chr1	94000000	95000000	2958
chr1	95000000	96000000	3264
chr1	96000000	97000000	3304
chr1	97000000	98000000	3277
chr1	98000000	99000000	3408
chr1	99000000	100000000	3661
chr1	100000000	101000000	3710
chr1	101000000	102000000	3331
chr1	102000000	103000000	3446
chr1	103000000	104000000	3454
chr1	104000000	105000000	3380
chr1	105000000	106000000	3557
chr1	106000000	107000000	3892
chr1	107000000	108000000	3499
chr1	108000000	109000000	3403
chr1	109000000	110000000	3321
chr1	110000000	111000000	3462
chr1	111000000	112000000	3262
chr1	112000000	113000000	3447
chr1	113000000	114000000	3656
chr1	114000000	115000000	3286
chr1	115000000	116000000	3671
chr1	116000000	117000000	3802
chr1	117000000	118000000	2917
chr1	118000000	119000000	3095
chr1	119000000	120000000	3301
chr1	120000000	121000000	3538
chr1	121000000	122000000	3599
chr1	122000000	123000000	3543
chr1	123000000	124000000	3886
chr1	124000000	125000000	3701
chr1	125000000	126000000	3534
chr1	126000000	127000000	3497
chr1	127000000	128000000	3457
chr1	128000000	129000000	3393
chr1	129000000	130000000	3737
chr1	130000000	131000000	2999
chr1	131000000	132000000	2970
chr1	132000000	133000000	3186
chr1	133000000	134000000	2763
chr1	134000000	135000000	2975
chr1	135000000	136000000	2997
chr1	136000000	137000000	3369
chr1	137000000	138000000	3283
chr1	138000000	139000000	3302
chr1	139000000	140000000	3014
chr1	140000000	141000000	3186
chr1	141000000	142000000	3416
chr1	142000000	143000000	3494
chr1	143000000	144000000	3174
chr1	144000000	145000000	3391
chr1	145000000	146000000	3304
chr1	146000000	147000000	3186
chr1	147000000	148000000	3358
chr1	148000000	149000000	3361
chr1	149000000	150000000	3557
chr1	150000000	151000000	3520
chr1	151000000	152000000	3567
chr1	152000000	153000000	3260
chr1	153000000	154000000	3036
chr1	154000000	155000000	3089
chr1	155000000	156000000	3063
chr1	156000000	157000000	3145
chr1	157000000	158000000	3490
chr1	158000000	159000000	3836
chr1	159000000	160000000	3723
chr1	160000000	161000000	3430
chr1	161000000	162000000	3453
chr1	162000000	163000000	3371
chr1	163000000	164000000	3423
chr1	164000000	165000000	3656
chr1	165000000	166000000	3414
chr1	166000000	167000000	3070
chr1	167000000	168000000	3727
chr1	168000000	169000000	3474
chr1	169000000	170000000	3417
chr1	170000000	171000000	3479
chr1	171000000	172000000	2877
chr1	172000000	173000000	3430
chr1	173000000	174000000	2693
chr1	174000000	175000000	3220
chr1	175000000	176000000	3103
chr1	176000000	177000000	3160
