chr1	1	1000000	999999	1	1	0.0
chr1	1000000	2000000	1000000	1	2	0.0
chr1	2000000	3000000	1000000	1	3	-2.61079736212e-06
chr1	3000000	4000000	1000000	1	4	-0.664056327396
chr1	4000000	5000000	1000000	1	5	-0.630253247803
chr1	5000000	6000000	1000000	1	6	-0.646285257209
chr1	6000000	7000000	1000000	1	7	-0.64388199095
chr1	7000000	8000000	1000000	1	8	-0.65226249239
chr1	8000000	9000000	1000000	1	9	-0.678444276089
chr1	9000000	10000000	1000000	1	10	-0.632421940826
chr1	10000000	11000000	1000000	1	11	-0.630877439908
chr1	11000000	12000000	1000000	1	12	-0.663201141585
chr1	12000000	13000000	1000000	1	13	-0.617440959845
chr1	13000000	14000000	1000000	1	14	-0.556997109856
chr1	14000000	15000000	1000000	1	15	-0.619467244522
chr1	15000000	16000000	1000000	1	16	-0.620361384397
chr1	16000000	17000000	1000000	1	17	-0.587725772115
chr1	17000000	18000000	1000000	1	18	-0.662219950577
chr1	18000000	19000000	1000000	1	19	-0.679847607382
chr1	19000000	20000000	1000000	1	20	-0.656772934137
chr1	20000000	21000000	1000000	1	21	-0.609563791822
chr1	21000000	22000000	1000000	1	22	-0.612634649313
chr1	22000000	23000000	1000000	1	23	-0.634392482361
chr1	23000000	24000000	1000000	1	24	-0.613372180117
chr1	24000000	25000000	1000000	1	25	-0.633752276515
chr1	25000000	26000000	1000000	1	26	-0.686845786821
chr1	26000000	27000000	1000000	1	27	-0.707149592515
chr1	27000000	28000000	1000000	1	28	-0.719446602025
chr1	28000000	29000000	1000000	1	29	-0.727902691009
chr1	29000000	30000000	1000000	1	30	-0.714239384996
chr1	30000000	31000000	1000000	1	31	-0.652546729323
chr1	31000000	32000000	1000000	1	32	-0.669322708037
chr1	32000000	33000000	1000000	1	33	-0.682248391386
chr1	33000000	34000000	1000000	1	34	-0.589266986721
chr1	34000000	35000000	1000000	1	35	-0.502244382416
chr1	35000000	36000000	1000000	1	36	-0.532469334663
chr1	36000000	37000000	1000000	1	37	-0.449324530529
chr1	37000000	38000000	1000000	1	38	-0.507012145834
chr1	38000000	39000000	1000000	1	39	-0.530364231834
chr1	39000000	40000000	1000000	1	40	-0.485381336041
chr1	40000000	41000000	1000000	1	41	-0.550415114303
chr1	41000000	42000000	1000000	1	42	-0.656079614154
chr1	42000000	43000000	1000000	1	43	-0.583861964314
chr1	43000000	44000000	1000000	1	44	-0.568068208868
chr1	44000000	45000000	1000000	1	45	-0.659314597762
chr1	45000000	46000000	1000000	1	46	-0.670378005945
chr1	46000000	47000000	1000000	1	47	-0.636158358785
chr1	47000000	48000000	1000000	1	48	-0.690950314897
chr1	48000000	49000000	1000000	1	49	-0.707666806418
chr1	49000000	50000000	1000000	1	50	-0.727671725747
chr1	50000000	51000000	1000000	1	51	-0.716973014378
chr1	51000000	52000000	1000000	1	52	-0.605795680185
chr1	52000000	53000000	1000000	1	53	-0.598654137663
chr1	53000000	54000000	1000000	1	54	-0.629433136167
chr1	54000000	55000000	1000000	1	55	-0.596737687069
chr1	55000000	56000000	1000000	1	56	-0.601205470362
chr1	56000000	57000000	1000000	1	57	-0.650082515139
chr1	57000000	58000000	1000000	1	58	-0.58138855158
chr1	58000000	59000000	1000000	1	59	-0.557455002099
chr1	59000000	60000000	1000000	1	60	-0.565383945505
chr1	60000000	61000000	1000000	1	61	-0.624836903871
chr1	61000000	62000000	1000000	1	62	-0.625624869949
chr1	62000000	63000000	1000000	1	63	-0.591147117511
chr1	63000000	64000000	1000000	1	64	-0.589640587738
chr1	64000000	65000000	1000000	1	65	-0.568451529644
chr1	65000000	66000000	1000000	1	66	-0.641286205075
chr1	66000000	67000000	1000000	1	67	-0.657214240017
chr1	67000000	68000000	1000000	1	68	-0.664460279681
chr1	68000000	69000000	1000000	1	69	-0.732283476487
chr1	69000000	70000000	1000000	1	70	-0.6606587249
chr1	70000000	71000000	1000000	1	71	-0.676542876651
chr1	71000000	72000000	1000000	1	72	-0.604861171911
chr1	72000000	73000000	1000000	1	73	-0.518307831251
chr1	73000000	74000000	1000000	1	74	-0.53709209791
chr1	74000000	75000000	1000000	1	75	-0.45222313015
chr1	75000000	76000000	1000000	1	76	-0.430981834068
chr1	76000000	77000000	1000000	1	77	-0.625717888953
chr1	77000000	78000000	1000000	1	78	-0.601168530753
chr1	78000000	79000000	1000000	1	79	-0.56321283654
