chr1	1	10000000	9999999	1	1	2749122.0	0.274912227491
chr1	10000000	20000000	10000000	1	2	4007602.0	0.4007602
chr1	20000000	30000000	10000000	1	3	3842457.585	0.3842457585
chr1	30000000	40000000	10000000	1	4	4280687.0	0.4280687
chr1	40000000	50000000	10000000	1	5	3946497.0	0.3946497
chr1	50000000	60000000	10000000	1	6	4082757.0	0.4082757
chr1	60000000	70000000	10000000	1	7	3983768.0	0.3983768
chr1	70000000	80000000	10000000	1	8	4232496.585	0.4232496585
chr1	80000000	90000000	10000000	1	9	4255888.165	0.4255888165
chr1	90000000	100000000	10000000	1	10	4171313.0	0.4171313
chr1	100000000	110000000	10000000	1	11	3858351.0	0.3858351
chr1	110000000	120000000	10000000	1	12	3927979.0	0.3927979
chr1	120000000	130000000	10000000	1	13	4164912.0	0.4164912
chr1	130000000	140000000	10000000	1	14	4409243.0	0.4409243
chr1	140000000	150000000	10000000	1	15	3682885.0	0.3682885
chr1	150000000	160000000	10000000	1	16	4233223.165	0.4233223165
chr1	160000000	170000000	10000000	1	17	4187273.085	0.4187273085
chr1	170000000	180000000	10000000	1	18	4233930.585	0.4233930585
chr1	180000000	190000000	10000000	1	19	4364097.165	0.4364097165
chr1	190000000	195471971	5471971	1	20	2348324.25	0.429155097861
chr2	1	10000000	9999999	2	21	2896935.0	0.289693528969
chr2	10000000	20000000	10000000	2	22	4063849.0	0.4063849
chr2	20000000	30000000	10000000	2	23	4462352.835	0.4462352835
chr2	30000000	40000000	10000000	2	24	4551547.0	0.4551547
chr2	40000000	50000000	10000000	2	25	3794579.0	0.3794579
chr2	50000000	60000000	10000000	2	26	3973942.0	0.3973942
chr2	60000000	70000000	10000000	2	27	3952732.0	0.3952732
chr2	70000000	80000000	10000000	2	28	4194747.0	0.4194747
chr2	80000000	90000000	10000000	2	29	3822020.0	0.382202
chr2	90000000	100000000	10000000	2	30	4104909.0	0.4104909
chr2	100000000	110000000	10000000	2	31	4067472.0	0.4067472
chr2	110000000	120000000	10000000	2	32	4080878.915	0.4080878915
chr2	120000000	130000000	10000000	2	33	4291897.0	0.4291897
chr2	130000000	140000000	10000000	2	34	4127944.0	0.4127944
chr2	140000000	150000000	10000000	2	35	4137996.0	0.4137996
chr2	150000000	160000000	10000000	2	36	4567007.0	0.4567007
chr2	160000000	170000000	10000000	2	37	4714857.0	0.4714857
chr2	170000000	180000000	10000000	2	38	4281353.335	0.4281353335
chr2	180000000	182113224	2113224	2	39	959605.75	0.454095614095
chr3	1	10000000	9999999	3	40	2769719.75	0.276972002697
chr3	10000000	20000000	10000000	3	41	3810768.0	0.3810768
chr3	20000000	30000000	10000000	3	42	3968508.5	0.39685085
chr3	30000000	40000000	10000000	3	43	4190630.0	0.419063
chr3	40000000	50000000	10000000	3	44	3746488.165	0.3746488165
chr3	50000000	60000000	10000000	3	45	4151858.5	0.41518585
chr3	60000000	70000000	10000000	3	46	4019349.0	0.4019349
chr3	70000000	80000000	10000000	3	47	3772517.0	0.3772517
chr3	80000000	90000000	10000000	3	48	4287774.75	0.428777475
chr3	90000000	100000000	10000000	3	49	4256711.0	0.4256711
chr3	100000000	110000000	10000000	3	50	4337157.0	0.4337157
chr3	110000000	120000000	10000000	3	51	3778478.165	0.3778478165
chr3	120000000	130000000	10000000	3	52	4061478.0	0.4061478
chr3	130000000	140000000	10000000	3	53	4055525.25	0.405552525
chr3	140000000	150000000	10000000	3	54	4050164.0	0.4050164
chr3	150000000	160000000	10000000	3	55	4006571.0	0.4006571
chr3	160000000	160039680	39680	3	56	0	0.0
chr4	1	10000000	9999999	4	57	2832335.0	0.283233528323
chr4	10000000	20000000	10000000	4	58	3928743.0	0.3928743
chr4	20000000	30000000	10000000	4	59	3814076.0	0.3814076
chr4	30000000	40000000	10000000	4	60	3942586.5	0.39425865
chr4	40000000	50000000	10000000	4	61	4480344.165	0.4480344165
chr4	50000000	60000000	10000000	4	62	4132068.0	0.4132068
chr4	60000000	70000000	10000000	4	63	3893294.915	0.3893294915
chr4	70000000	80000000	10000000	4	64	3801888.0	0.3801888
chr4	80000000	90000000	10000000	4	65	4066586.25	0.406658625
chr4	90000000	100000000	10000000	4	66	3948306.0	0.3948306
chr4	100000000	110000000	10000000	4	67	4351913.0	0.4351913
chr4	110000000	120000000	10000000	4	68	4254674.0	0.4254674
chr4	120000000	130000000	10000000	4	69	4554841.415	0.4554841415
chr4	130000000	140000000	10000000	4	70	4794191.585	0.4794191585
chr4	140000000	150000000	10000000	4	71	4398024.585	0.4398024585
chr4	150000000	156508116	6508116	4	72	3117663.25	0.479042360339
chr5	1	10000000	9999999	5	73	2787184.0	0.278718427872
chr5	10000000	20000000	10000000	5	74	3640373.5	0.36403735
chr5	20000000	30000000	10000000	5	75	4313607.0	0.4313607
chr5	30000000	40000000	10000000	5	76	4555408.75	0.455540875
chr5	40000000	50000000	10000000	5	77	3935153.0	0.3935153
chr5	50000000	60000000	10000000	5	78	3890521.0	0.3890521
chr5	60000000	70000000	10000000	5	79	4016521.0	0.4016521
chr5	70000000	80000000	10000000	5	80	4090259.665	0.4090259665
chr5	80000000	90000000	10000000	5	81	3766528.0	0.3766528
chr5	90000000	100000000	10000000	5	82	4144347.0	0.4144347
chr5	100000000	110000000	10000000	5	83	4277216.0	0.4277216
chr5	110000000	120000000	10000000	5	84	4849122.5	0.48491225
chr5	120000000	130000000	10000000	5	85	4677940.835	0.4677940835
chr5	130000000	140000000	10000000	5	86	4618105.665	0.4618105665
chr5	140000000	150000000	10000000	5	87	4614088.745	0.4614088745
chr5	150000000	151834684	1834684	5	88	739490.5	0.40306150814
chr6	1	10000000	9999999	6	89	2789354.0	0.278935427894
chr6	10000000	20000000	10000000	6	90	3827690.0	0.382769
chr6	20000000	30000000	10000000	6	91	3947918.0	0.3947918
chr6	30000000	40000000	10000000	6	92	4256388.75	0.425638875
chr6	40000000	50000000	10000000	6	93	4019074.5	0.40190745
chr6	50000000	60000000	10000000	6	94	4222877.0	0.4222877
chr6	60000000	70000000	10000000	6	95	3844600.0	0.38446
chr6	70000000	80000000	10000000	6	96	3993491.0	0.3993491
chr6	80000000	90000000	10000000	6	97	4441332.0	0.4441332
chr6	90000000	100000000	10000000	6	98	4348121.0	0.4348121
chr6	100000000	110000000	10000000	6	99	3983989.0	0.3983989
chr6	110000000	120000000	10000000	6	100	4395878.0	0.4395878
chr6	120000000	130000000	10000000	6	101	4397758.75	0.439775875
chr6	130000000	140000000	10000000	6	102	4057485.25	0.405748525
chr6	140000000	149736546	9736546	6	103	4080676.835	0.419109285264
chr7	1	10000000	9999999	7	104	2868710.75	0.286871103687
chr7	10000000	20000000	10000000	7	105	4287264.0	0.4287264
chr7	20000000	30000000	10000000	7	106	4418533.0	0.4418533
chr7	30000000	40000000	10000000	7	107	4355437.25	0.435543725
chr7	40000000	50000000	10000000	7	108	4448225.0	0.4448225
chr7	50000000	60000000	10000000	7	109	3946872.25	0.394687225
chr7	60000000	70000000	10000000	7	110	4186779.0	0.4186779
chr7	70000000	80000000	10000000	7	111	4210453.0	0.4210453
chr7	80000000	90000000	10000000	7	112	4111050.5	0.41110505
chr7	90000000	100000000	10000000	7	113	4128124.0	0.4128124
chr7	100000000	110000000	10000000	7	114	4155498.25	0.415549825
chr7	110000000	120000000	10000000	7	115	4369537.0	0.4369537
chr7	120000000	130000000	10000000	7	116	4492016.0	0.4492016
chr7	130000000	140000000	10000000	7	117	4561012.5	0.45610125
chr7	140000000	145441459	5441459	7	118	2534646.0	0.465802645945
chr8	1	10000000	9999999	8	119	2834884.0	0.283488428349
chr8	10000000	20000000	10000000	8	120	4370549.165	0.4370549165
chr8	20000000	30000000	10000000	8	121	4130468.165	0.4130468165
chr8	30000000	40000000	10000000	8	122	4022420.915	0.4022420915
chr8	40000000	50000000	10000000	8	123	4070179.0	0.4070179
chr8	50000000	60000000	10000000	8	124	3676187.165	0.3676187165
chr8	60000000	70000000	10000000	8	125	3995673.25	0.399567325
chr8	70000000	80000000	10000000	8	126	4304356.5	0.43043565
chr8	80000000	90000000	10000000	8	127	4389330.0	0.438933
chr8	90000000	100000000	10000000	8	128	4212454.0	0.4212454
chr8	100000000	110000000	10000000	8	129	4242440.0	0.424244
chr8	110000000	120000000	10000000	8	130	4526881.0	0.4526881
chr8	120000000	129401213	9401213	8	131	4443628.665	0.472665459766
chr9	1	10000000	9999999	9	132	2755668.0	0.275566827557
chr9	10000000	20000000	10000000	9	133	3937611.165	0.3937611165
chr9	20000000	30000000	10000000	9	134	4278537.0	0.4278537
chr9	30000000	40000000	10000000	9	135	4122986.0	0.4122986
chr9	40000000	50000000	10000000	9	136	4565922.0	0.4565922
chr9	50000000	60000000	10000000	9	137	4340531.75	0.434053175
chr9	60000000	70000000	10000000	9	138	4526367.0	0.4526367
chr9	70000000	80000000	10000000	9	139	4176101.0	0.4176101
chr9	80000000	90000000	10000000	9	140	4007345.0	0.4007345
chr9	90000000	100000000	10000000	9	141	4142291.0	0.4142291
chr9	100000000	110000000	10000000	9	142	4434927.335	0.4434927335
chr9	110000000	120000000	10000000	9	143	4470191.0	0.4470191
chr9	120000000	124595110	4595110	9	144	1981536.915	0.431227307943
chr10	1	10000000	9999999	10	145	2867095.42	0.286709570671
chr10	10000000	20000000	10000000	10	146	4010649.0	0.4010649
chr10	20000000	30000000	10000000	10	147	4078653.0	0.4078653
chr10	30000000	40000000	10000000	10	148	3902142.0	0.3902142
chr10	40000000	50000000	10000000	10	149	4079992.0	0.4079992
chr10	50000000	60000000	10000000	10	150	3859293.25	0.385929325
chr10	60000000	70000000	10000000	10	151	4339108.75	0.433910875
chr10	70000000	80000000	10000000	10	152	4387063.0	0.4387063
chr10	80000000	90000000	10000000	10	153	4511103.0	0.4511103
chr10	90000000	100000000	10000000	10	154	4158377.0	0.4158377
chr10	100000000	110000000	10000000	10	155	3791422.0	0.3791422
chr10	110000000	120000000	10000000	10	156	4129542.0	0.4129542
chr10	120000000	130000000	10000000	10	157	4267440.0	0.426744
chr10	130000000	130694993	694993	10	158	227365.665	0.327148136744
chr11	1	10000000	9999999	11	159	3075729.0	0.307572930757
chr11	10000000	20000000	10000000	11	160	3943914.0	0.3943914
chr11	20000000	30000000	10000000	11	161	4040797.0	0.4040797
chr11	30000000	40000000	10000000	11	162	4108491.25	0.410849125
chr11	40000000	50000000	10000000	11	163	4111766.0	0.4111766
chr11	50000000	60000000	10000000	11	164	4553691.0	0.4553691
chr11	60000000	70000000	10000000	11	165	4509572.0	0.4509572
chr11	70000000	80000000	10000000	11	166	4525282.0	0.4525282
